#         t          x          y          z         vx         vy         vz
      4.214    353.251    -35.630    164.747     32.699    -57.102    -18.746
      4.215    353.284    -35.687    164.728     32.657    -57.097    -18.765
      4.216    353.316    -35.744    164.709     32.614    -57.091    -18.784
      4.217    353.349    -35.801    164.691     32.572    -57.085    -18.803
      4.218    353.382    -35.858    164.672     32.529    -57.080    -18.822
      4.219    353.414    -35.915    164.653     32.487    -57.074    -18.841
      4.220    353.447    -35.972    164.634     32.444    -57.068    -18.860
      4.221    353.479    -36.029    164.615     32.402    -57.062    -18.879
      4.222    353.511    -36.086    164.596     32.359    -57.057    -18.898
      4.223    353.544    -36.144    164.578     32.317    -57.051    -18.917
      4.224    353.576    -36.201    164.559     32.274    -57.045    -18.936
      4.225    353.608    -36.258    164.540     32.232    -57.039    -18.954
      4.226    353.640    -36.315    164.521     32.189    -57.034    -18.973
      4.227    353.673    -36.372    164.502     32.147    -57.028    -18.992
      4.228    353.705    -36.429    164.483     32.104    -57.022    -19.011
      4.229    353.737    -36.486    164.464     32.062    -57.016    -19.030
      4.230    353.769    -36.543    164.445     32.020    -57.010    -19.049
      4.231    353.801    -36.600    164.426     31.977    -57.005    -19.068
      4.232    353.833    -36.657    164.406     31.935    -56.999    -19.087
      4.233    353.865    -36.714    164.387     31.892    -56.993    -19.105
      4.234    353.897    -36.771    164.368     31.850    -56.987    -19.124
      4.235    353.928    -36.828    164.349     31.808    -56.981    -19.143
      4.236    353.960    -36.885    164.330     31.765    -56.975    -19.162
      4.237    353.992    -36.942    164.311     31.723    -56.970    -19.181
      4.238    354.024    -36.999    164.292     31.680    -56.964    -19.200
      4.239    354.055    -37.056    164.272     31.638    -56.958    -19.218
      4.240    354.087    -37.113    164.253     31.596    -56.952    -19.237
      4.241    354.119    -37.170    164.234     31.553    -56.946    -19.256
      4.242    354.150    -37.226    164.215     31.511    -56.940    -19.275
      4.243    354.182    -37.283    164.195     31.469    -56.934    -19.294
      4.244    354.213    -37.340    164.176     31.426    -56.929    -19.312
      4.245    354.244    -37.397    164.157     31.384    -56.923    -19.331
      4.246    354.276    -37.454    164.137     31.341    -56.917    -19.350
      4.247    354.307    -37.511    164.118     31.299    -56.911    -19.369
      4.248    354.338    -37.568    164.099     31.257    -56.905    -19.387
      4.249    354.370    -37.625    164.079     31.214    -56.899    -19.406
      4.250    354.401    -37.682    164.060     31.172    -56.893    -19.425
      4.251    354.432    -37.739    164.040     31.130    -56.887    -19.444
      4.252    354.463    -37.796    164.021     31.087    -56.881    -19.462
      4.253    354.494    -37.852    164.002     31.045    -56.875    -19.481
      4.254    354.525    -37.909    163.982     31.003    -56.869    -19.500
      4.255    354.556    -37.966    163.963     30.961    -56.863    -19.518
      4.256    354.587    -38.023    163.943     30.918    -56.857    -19.537
      4.257    354.618    -38.080    163.923     30.876    -56.851    -19.556
      4.258    354.649    -38.137    163.904     30.834    -56.846    -19.575
      4.259    354.680    -38.194    163.884     30.791    -56.840    -19.593
      4.260    354.710    -38.250    163.865     30.749    -56.834    -19.612
      4.261    354.741    -38.307    163.845     30.707    -56.828    -19.631
      4.262    354.772    -38.364    163.825     30.664    -56.822    -19.649
      4.263    354.802    -38.421    163.806     30.622    -56.816    -19.668
      4.264    354.833    -38.478    163.786     30.580    -56.810    -19.687
      4.265    354.864    -38.535    163.766     30.538    -56.804    -19.705
      4.266    354.894    -38.591    163.747     30.495    -56.798    -19.724
      4.267    354.925    -38.648    163.727     30.453    -56.792    -19.743
      4.268    354.955    -38.705    163.707     30.411    -56.785    -19.761
      4.269    354.985    -38.762    163.687     30.369    -56.779    -19.780
      4.270    355.016    -38.818    163.668     30.326    -56.773    -19.798
      4.271    355.046    -38.875    163.648     30.284    -56.767    -19.817
      4.272    355.076    -38.932    163.628     30.242    -56.761    -19.836
      4.273    355.107    -38.989    163.608     30.200    -56.755    -19.854
      4.274    355.137    -39.045    163.588     30.158    -56.749    -19.873
      4.275    355.167    -39.102    163.568     30.115    -56.743    -19.891
      4.276    355.197    -39.159    163.549     30.073    -56.737    -19.910
      4.277    355.227    -39.216    163.529     30.031    -56.731    -19.929
      4.278    355.257    -39.272    163.509     29.989    -56.725    -19.947
      4.279    355.287    -39.329    163.489     29.947    -56.719    -19.966
      4.280    355.317    -39.386    163.469     29.904    -56.713    -19.984
      4.281    355.347    -39.443    163.449     29.862    -56.707    -20.003
      4.282    355.377    -39.499    163.429     29.820    -56.700    -20.021
      4.283    355.406    -39.556    163.409     29.778    -56.694    -20.040
      4.284    355.436    -39.613    163.389     29.736    -56.688    -20.058
      4.285    355.466    -39.669    163.369     29.693    -56.682    -20.077
      4.286    355.496    -39.726    163.349     29.651    -56.676    -20.095
      4.287    355.525    -39.783    163.328     29.609    -56.670    -20.114
      4.288    355.555    -39.839    163.308     29.567    -56.664    -20.132
      4.289    355.584    -39.896    163.288     29.525    -56.657    -20.151
      4.290    355.614    -39.953    163.268     29.483    -56.651    -20.169
      4.291    355.643    -40.009    163.248     29.441    -56.645    -20.188
      4.292    355.673    -40.066    163.228     29.398    -56.639    -20.206
      4.293    355.702    -40.123    163.207     29.356    -56.633    -20.225
      4.294    355.731    -40.179    163.187     29.314    -56.627    -20.243
      4.295    355.761    -40.236    163.167     29.272    -56.620    -20.262
      4.296    355.790    -40.292    163.147     29.230    -56.614    -20.280
      4.297    355.819    -40.349    163.126     29.188    -56.608    -20.299
      4.298    355.848    -40.406    163.106     29.146    -56.602    -20.317
      4.299    355.878    -40.462    163.086     29.104    -56.596    -20.336
      4.300    355.907    -40.519    163.065     29.061    -56.589    -20.354
      4.301    355.936    -40.575    163.045     29.019    -56.583    -20.372
      4.302    355.965    -40.632    163.025     28.977    -56.577    -20.391
      4.303    355.994    -40.689    163.004     28.935    -56.571    -20.409
      4.304    356.022    -40.745    162.984     28.893    -56.564    -20.428
      4.305    356.051    -40.802    162.963     28.851    -56.558    -20.446
      4.306    356.080    -40.858    162.943     28.809    -56.552    -20.464
      4.307    356.109    -40.915    162.922     28.767    -56.546    -20.483
      4.308    356.138    -40.971    162.902     28.725    -56.539    -20.501
      4.309    356.166    -41.028    162.881     28.683    -56.533    -20.520
      4.310    356.195    -41.084    162.861     28.641    -56.527    -20.538
      4.311    356.224    -41.141    162.840     28.599    -56.521    -20.556
      4.312    356.252    -41.198    162.820     28.557    -56.514    -20.575
      4.313    356.281    -41.254    162.799     28.515    -56.508    -20.593
      4.314    356.309    -41.311    162.779     28.472    -56.502    -20.611
      4.315    356.338    -41.367    162.758     28.430    -56.495    -20.630
      4.316    356.366    -41.424    162.737     28.388    -56.489    -20.648
      4.317    356.395    -41.480    162.717     28.346    -56.483    -20.666
      4.318    356.423    -41.537    162.696     28.304    -56.476    -20.685
      4.319    356.451    -41.593    162.675     28.262    -56.470    -20.703
      4.320    356.479    -41.649    162.655     28.220    -56.464    -20.721
      4.321    356.508    -41.706    162.634     28.178    -56.457    -20.740
      4.322    356.536    -41.762    162.613     28.136    -56.451    -20.758
      4.323    356.564    -41.819    162.592     28.094    -56.445    -20.776
      4.324    356.592    -41.875    162.572     28.052    -56.438    -20.795
      4.325    356.620    -41.932    162.551     28.010    -56.432    -20.813
      4.326    356.648    -41.988    162.530     27.968    -56.426    -20.831
      4.327    356.676    -42.045    162.509     27.926    -56.419    -20.849
      4.328    356.704    -42.101    162.488     27.884    -56.413    -20.868
      4.329    356.732    -42.157    162.467     27.842    -56.406    -20.886
      4.330    356.760    -42.214    162.446     27.800    -56.400    -20.904
      4.331    356.787    -42.270    162.426     27.758    -56.394    -20.922
      4.332    356.815    -42.327    162.405     27.716    -56.387    -20.941
      4.333    356.843    -42.383    162.384     27.675    -56.381    -20.959
      4.334    356.870    -42.439    162.363     27.633    -56.374    -20.977
      4.335    356.898    -42.496    162.342     27.591    -56.368    -20.995
      4.336    356.926    -42.552    162.321     27.549    -56.362    -21.014
      4.337    356.953    -42.608    162.300     27.507    -56.355    -21.032
      4.338    356.981    -42.665    162.279     27.465    -56.349    -21.050
      4.339    357.008    -42.721    162.258     27.423    -56.342    -21.068
      4.340    357.035    -42.777    162.237     27.381    -56.336    -21.086
      4.341    357.063    -42.834    162.215     27.339    -56.329    -21.104
      4.342    357.090    -42.890    162.194     27.297    -56.323    -21.123
      4.343    357.117    -42.946    162.173     27.255    -56.316    -21.141
      4.344    357.145    -43.003    162.152     27.213    -56.310    -21.159
      4.345    357.172    -43.059    162.131     27.171    -56.303    -21.177
      4.346    357.199    -43.115    162.110     27.129    -56.297    -21.195
      4.347    357.226    -43.172    162.088     27.088    -56.290    -21.213
      4.348    357.253    -43.228    162.067     27.046    -56.284    -21.232
      4.349    357.280    -43.284    162.046     27.004    -56.277    -21.250
      4.350    357.307    -43.340    162.025     26.962    -56.271    -21.268
      4.351    357.334    -43.397    162.003     26.920    -56.264    -21.286
      4.352    357.361    -43.453    161.982     26.878    -56.258    -21.304
      4.353    357.388    -43.509    161.961     26.836    -56.251    -21.322
      4.354    357.415    -43.566    161.940     26.794    -56.245    -21.340
